ResponseId,showingauthor,genrepick,m1_title,m2_title,m3_title,m4_title,m5_title,Duration (in seconds),time_workerid_Page Submit,time_genrepick_Page Submit,time_ranking_Page Submit,12_time_recctext_Page Submit,13_time_recctext_Page Submit,14_time_recctext_Page Submit,15_time_recctext_Page Submit,16_time_recctext_Page Submit,textsrc_M1,textsrc_M2,textsrc_M3,textsrc_M4,textsrc_M5,textsrc_M1_byhuman,textsrc_M2_byhuman,textsrc_M3_byhuman,textsrc_M4_byhuman,textsrc_M5_byhuman,prevwatchedbin_M1,prevwatchedbin_M2,prevwatchedbin_M3,prevwatchedbin_M4,prevwatchedbin_M5,rank5_M1,rank5_M2,rank5_M3,rank5_M4,rank5_M5,rankNunseen_M1,rankNunseen_M2,rankNunseen_M3,rankNunseen_M4,rankNunseen_M5,freetext_final
R_3iRwTeu461blBYT,False,Jurassic Park,The Poseidon Adventure,The Towering Inferno,Jason and the Argonauts,"20,000 Leagues Under the Sea",The 7th Voyage of Sinbad,903,3.287,6.179,35.729,39.309,15.194,15.545,11.694,13.378,A4,A0,A0,A0,A2,True,False,False,False,True,False,True,False,False,False,3,1,2,5,4,0.3333333333333333,,0.0,1.0,0.6666666666666666,No Thank You.
R_DGCsp726ZaQ9Bkt,False,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,1548,11.924,99.494,100.551,245.554,181.227,415.068,162.418,195.725,A3,A0,A0,A5,A0,True,False,False,True,False,False,False,False,False,True,2,1,4,3,5,0.3333333333333333,0.0,1.0,0.6666666666666666,,Thank you.
R_uek2InlWiDDudSp,False,The Lord of the Rings: The Fellowship of the Ring,The Three Musketeers,The 7th Voyage of Sinbad,The Dark Crystal,Dragonslayer,The Adventures of Robin Hood,515,6.713,4.451,25.739,69.45,83.571,101.659,80.9,77.609,A4,A0,A0,A4,A1,True,False,False,True,True,False,False,True,False,False,5,2,1,4,3,1.0,0.0,,0.6666666666666666,0.3333333333333333,"shorter than estimated, open-ended questions weren't too bad, but because at least 2 of the 3 question types pretty much mentioned the same thing, it was very repetitive."
R_vBMW2ZIKeQTyBTX,False,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,2412,19.275,12.985,125.938,293.351,195.16,876.568,458.217,354.71,A2,A0,A4,A0,A2,True,False,True,False,True,False,False,False,True,False,2,5,3,1,4,0.0,1.0,0.3333333333333333,,0.6666666666666666,Thanks for the survey!
R_1ikc2ZloH3daVfZ,False,Jurassic Park,The Poseidon Adventure,The Towering Inferno,Jason and the Argonauts,"20,000 Leagues Under the Sea",The 7th Voyage of Sinbad,1744,3.675,5.802,19.97,111.126,111.21,141.846,107.627,135.822,A2,A0,A3,A3,A0,True,False,True,True,False,True,False,False,False,False,3,1,2,4,5,,0.0,0.25,0.75,1.0,no
R_b2QurJauf84wzRv,False,The Lord of the Rings: The Fellowship of the Ring,The Three Musketeers,The 7th Voyage of Sinbad,The Dark Crystal,Dragonslayer,The Adventures of Robin Hood,865,12.708,21.401,159.104,201.119,58.984,137.968,84.367,147.038,A5,A0,A1,A1,A3,True,False,True,True,True,False,False,True,False,False,5,3,1,2,4,1.0,0.3333333333333333,,0.0,0.6666666666666666,
R_1EXJOhCFr6rl2Hs,False,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,1287,8.871,82.896,32.611,200.661,143.326,117.036,168.053,273.744,A3,A2,A0,A0,A0,True,True,False,False,False,False,False,False,True,False,1,3,2,4,5,0.0,0.5,0.25,,1.0,no
R_2pWgcm2LB89WQAD,False,The Dark Knight,Batman: Mask of the Phantasm,Streets of Fire,Takers,The Net,Miss Bala,836,4.042,7.844,37.603,81.965,232.801,69.679,35.745,44.195,A5,A2,A0,A0,A4,True,True,False,False,True,True,False,False,False,False,1,4,5,3,2,,0.6666666666666666,1.0,0.3333333333333333,0.0,none
R_2WZkwsKZbX11BI3,False,The Dark Knight,Batman: Mask of the Phantasm,Streets of Fire,Takers,The Net,Miss Bala,1656,13.025,129.003,106.489,376.192,170.917,195.218,166.788,219.198,A1,A1,A0,A3,A0,True,True,False,True,False,False,False,False,False,True,3,5,4,2,1,0.3333333333333333,1.0,0.6666666666666666,0.0,,I went to see good movie. thank you for asking the question.
R_1rkMuAHv7kTVFzt,False,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,1472,9.867,50.414,165.547,315.688,198.65,257.67,205.398,195.609,A1,A1,A0,A5,A2,True,True,False,True,True,False,True,False,False,False,5,1,4,3,2,1.0,,0.6666666666666666,0.3333333333333333,0.0,No comments
R_2sZogjRIkeENLrJ,False,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,1119,16.525,60.716,144.281,157.89,307.053,107.022,57.233,176.665,A5,A4,A1,A0,A0,True,True,True,False,False,False,False,False,False,True,3,2,5,4,1,0.3333333333333333,0.0,1.0,0.6666666666666666,,this surbey is very beautiful
R_1k0HdGOAZ8VD6iY,False,Mission: Impossible,The Saint,The Sentinel,Chain Reaction,Sneakers,Ice Station Zebra,3518,7.27,11.48,82.996,174.04,101.944,108.319,211.079,106.904,A4,A3,A5,A0,A3,True,True,True,False,True,True,True,True,True,True,1,2,3,4,5,,,,,,No
R_2s0ZLUqUpfaCxgJ,False,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,987,2.953,6.265,34.848,166.462,234.05,213.553,157.554,139.436,A2,A5,A1,A2,A0,True,True,True,True,False,False,False,False,True,False,5,2,3,1,4,1.0,0.0,0.3333333333333333,,0.6666666666666666,no
R_3oMyV7aOCJHdLDI,True,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,620,17.957,21.101,208.624,28.476,77.422,41.102,26.009,114.735,A0,A0,A0,A0,A5,False,False,False,False,True,True,True,True,True,True,5,3,2,1,4,,,,,,OK
R_2c6F4LfN392nXyI,True,Jurassic Park,The Poseidon Adventure,The Towering Inferno,Jason and the Argonauts,"20,000 Leagues Under the Sea",The 7th Voyage of Sinbad,2151,6.219,7.002,47.663,162.23,55.91,195.666,69.794,46.738,A0,A0,A0,A5,A0,False,False,False,True,False,False,False,True,False,False,4,5,3,2,1,0.75,1.0,,0.25,0.0,no
R_2tg2xHLDnotmYqv,True,The Sixth Sense,Sleuth,Three Identical Strangers,Dream House,Dragonfly,Passengers,2311,3.563,1260.143,21.627,129.569,181.001,111.146,179.865,222.461,A0,A0,A0,A4,A4,False,False,False,True,True,False,True,False,False,False,1,2,5,4,3,0.0,,1.0,0.75,0.5,Thank you.
R_OJ6OC22LVDbHTe9,True,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,1787,10.527,106.357,193.385,116.132,362.475,93.796,522.159,169.919,A0,A0,A2,A0,A0,False,False,True,False,False,False,True,False,False,False,2,5,3,1,4,0.3333333333333333,,0.6666666666666666,0.0,1.0,very nice
R_3LhSkRxh2HNnowU,True,Back to the Future,Real Genius,Silverado,Innerspace,Young Sherlock Holmes,Frequently Asked Questions,504,6.18,7.473,42.292,81.758,87.659,87.002,70.689,97.147,A0,A0,A3,A0,A5,False,False,True,False,True,True,True,False,False,False,1,4,3,2,5,,,0.3333333333333333,0.0,1.0,no
R_28HTcJsmb0zrh2K,True,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,1207,6.554,12.341,80.486,123.955,204.371,113.934,61.221,124.634,A0,A0,A5,A1,A0,False,False,True,True,False,True,False,False,False,False,1,3,5,4,2,,0.3333333333333333,1.0,0.6666666666666666,0.0,none
R_1jDlyXkvBFrgloX,True,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,2166,19.346,109.334,724.084,256.957,118.837,502.583,177.885,108.749,A0,A0,A5,A4,A3,False,False,True,True,True,True,True,False,False,True,2,1,4,3,5,,,1.0,0.0,,"No, Thanks"
R_2t9xAsxiQkH6xd9,True,The Sixth Sense,Sleuth,Three Identical Strangers,Dream House,Dragonfly,Passengers,1157,6.836,12.993,20.579,112.602,377.731,234.508,179.363,184.184,A0,A5,A0,A0,A0,False,True,False,False,False,False,False,False,False,True,2,5,4,3,1,0.0,1.0,0.6666666666666666,0.3333333333333333,,no
R_3OeN4gmluIb9SCq,True,The Sixth Sense,Sleuth,Three Identical Strangers,Dream House,Dragonfly,Passengers,977,7.335,19.596,35.002,263.742,86.088,393.577,64.319,81.961,A0,A3,A0,A0,A1,False,True,False,False,True,False,False,True,False,False,2,4,1,3,5,0.0,0.6666666666666666,,0.3333333333333333,1.0,nice
R_1Cx5GRTaxSV94eB,True,The Sixth Sense,Sleuth,Three Identical Strangers,Dream House,Dragonfly,Passengers,501,3.759,5.747,39.655,68.523,70.292,54.905,73.522,163.602,A0,A4,A0,A2,A0,False,True,False,True,False,False,False,False,False,True,5,1,3,4,2,1.0,0.0,0.5,0.75,,
R_w5bPszqCQFwsi53,True,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,2302,8.403,8.762,29.063,138.667,208.509,98.703,111.047,118.22,A0,A1,A0,A2,A5,False,True,False,True,True,True,True,True,True,True,2,3,1,5,4,,,,,,No
R_3nMgjoz9qw4FobR,True,The Lord of the Rings: The Fellowship of the Ring,The Three Musketeers,The 7th Voyage of Sinbad,The Dark Crystal,Dragonslayer,The Adventures of Robin Hood,1778,211.619,7.732,112.663,120.766,80.146,164.471,102.63,145.457,A0,A5,A3,A0,A0,False,True,True,False,False,True,False,True,False,True,2,5,3,4,1,,1.0,,0.0,,None
R_272sKjox97gOkmy,True,The Dark Knight,Batman: Mask of the Phantasm,Streets of Fire,Takers,The Net,Miss Bala,1245,14.189,12.372,38.832,241.335,188.459,191.209,338.63,169.368,A0,A2,A4,A0,A4,False,True,True,False,True,True,False,False,False,False,5,2,1,4,3,,0.3333333333333333,0.0,1.0,0.6666666666666666,No
R_1Q4V589yKQ9yB0z,True,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,2502,6.433,39.713,193.665,182.022,114.194,519.089,119.197,1110.08,A0,A4,A2,A3,A0,False,True,True,True,False,True,False,False,False,False,1,2,4,3,5,,0.0,0.6666666666666666,0.3333333333333333,1.0,I like this survey.
R_3LX3eLf3fDFbvii,True,The Dark Knight,Batman: Mask of the Phantasm,Streets of Fire,Takers,The Net,Miss Bala,797,16.076,27.617,34.052,114.307,129.908,170.368,118.337,109.864,A0,A3,A2,A1,A1,False,True,True,True,True,False,False,False,True,False,4,5,1,2,3,0.75,1.0,0.0,,0.5,"As an AI language model, I don't have personal opinions or thoughts, so I don't have any specific comments to share. However, I would like to emphasize that I am here to assist you with any questions or tasks you may have. Feel free to ask anything, and I'll do my best to help!"
R_3oT9yg2Q43YvGC4,True,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,1950,4.388,15.938,133.486,204.255,64.615,211.711,286.72,216.434,A3,A0,A0,A0,A0,True,False,False,False,False,True,False,False,False,True,3,2,5,4,1,,0.0,1.0,0.6666666666666666,,This study was very interesting
R_Xpwvp44A68jtMch,True,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,1225,8.518,15.493,205.025,320.171,299.57,116.787,84.553,134.323,A4,A0,A0,A0,A2,True,False,False,False,True,True,True,False,False,True,1,4,5,3,2,,,1.0,0.0,,Nice
R_1lrRYFzeqEuzk1v,True,Jurassic Park,The Poseidon Adventure,The Towering Inferno,Jason and the Argonauts,"20,000 Leagues Under the Sea",The 7th Voyage of Sinbad,1439,15.711,16.543,101.346,233.216,80.222,496.646,350.914,31.976,A3,A0,A0,A5,A0,True,False,False,True,False,True,False,True,False,False,5,2,1,4,3,,0.0,,1.0,0.5,NOPE
R_Z3Ou1g7VIa8L6cV,True,Toy Story,Miniscule: Valley of the Lost Ants,Winnie the Pooh,The Brave Little Toaster,The Peanuts Movie,The Rescuers,653,6.195,8.12,55.476,72.088,38,55.235,47.967,90.955,A4,A0,A0,A4,A1,True,False,False,True,True,False,False,True,False,False,1,2,3,4,5,0.0,0.25,,0.75,1.0,no
R_27rqUZR7YjbmOKY,True,Jurassic Park,The Poseidon Adventure,The Towering Inferno,Jason and the Argonauts,"20,000 Leagues Under the Sea",The 7th Voyage of Sinbad,1539,5.785,7.47,161.56,169.244,238.638,278.743,208.154,250.252,A1,A0,A4,A0,A0,True,False,True,False,False,False,False,True,False,True,1,5,3,4,2,0.0,1.0,,0.75,,
R_2wSqM2BcvHeJT5j,True,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,955,3.841,15.131,56.981,127.011,134.299,284.36,138.67,130.422,A2,A0,A4,A0,A2,True,False,True,False,True,True,True,True,True,True,2,4,1,3,5,,,,,,It was helpful study for me.
R_296cFiAFQR3bJpg,True,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,3192,5.241,16.158,155.329,373.309,958.447,552.787,389.555,644.45,A2,A0,A3,A3,A0,True,False,True,True,False,False,True,False,False,False,2,5,4,3,1,0.3333333333333333,,1.0,0.6666666666666666,0.0,none
R_2c0zPeZfRm6zhiu,True,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,759,10.125,8.002,27.129,15.801,71.302,21.291,30.088,26.338,A5,A0,A1,A1,A3,True,False,True,True,True,False,True,False,False,False,2,1,4,3,5,0.0,,0.6666666666666666,0.3333333333333333,1.0,"Very Good job, Thank You."
R_3Lcfogmjge2AOa9,True,The Dark Knight,Batman: Mask of the Phantasm,Streets of Fire,Takers,The Net,Miss Bala,784,9.358,175.582,406.842,24.971,30.091,44.673,19.642,30.001,A3,A2,A0,A0,A0,True,True,False,False,False,True,False,True,False,True,2,1,4,3,5,,0.0,,1.0,,GOOD
R_pyJbZ7z8i1oTbG1,True,Jurassic Park,The Poseidon Adventure,The Towering Inferno,Jason and the Argonauts,"20,000 Leagues Under the Sea",The 7th Voyage of Sinbad,1042,8.932,15.433,113.342,131.854,159.539,235.573,104.802,104.536,A5,A2,A0,A0,A4,True,True,False,False,True,True,False,False,False,False,1,2,3,4,5,,0.0,0.3333333333333333,0.6666666666666666,1.0,no
R_2wGLONoc3PESZrm,True,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,1706,45.123,49.121,353.47,70.116,740.465,54.078,127.253,186.116,A1,A1,A0,A3,A0,True,True,False,True,False,False,False,False,False,True,3,4,1,2,5,0.6666666666666666,1.0,0.0,0.3333333333333333,,NONE
R_3MF1BAjAiguEyl6,True,Jurassic Park,The Poseidon Adventure,The Towering Inferno,Jason and the Argonauts,"20,000 Leagues Under the Sea",The 7th Voyage of Sinbad,636,8.681,14.193,41.768,80.856,127.31,85.202,189.569,38.965,A1,A1,A0,A5,A2,True,True,False,True,True,False,False,False,True,False,2,4,3,1,5,0.0,0.6666666666666666,0.3333333333333333,,1.0,none
R_2c5SrT6P2gVIAjf,True,The Lord of the Rings: The Fellowship of the Ring,The Three Musketeers,The 7th Voyage of Sinbad,The Dark Crystal,Dragonslayer,The Adventures of Robin Hood,2449,3.238,12.307,25.948,363.578,663.451,154.276,126.684,159.227,A5,A4,A1,A0,A0,True,True,True,False,False,False,False,False,True,False,5,1,3,2,4,1.0,0.0,0.5,,0.75,Thank you.
R_2B5HOU9saR1NQvP,True,Toy Story,Miniscule: Valley of the Lost Ants,Winnie the Pooh,The Brave Little Toaster,The Peanuts Movie,The Rescuers,1744,7.423,75.261,48.796,97.351,634.229,152.787,112.824,88.775,A4,A3,A5,A0,A3,True,True,True,False,True,False,False,True,False,False,2,3,5,1,4,0.3333333333333333,0.6666666666666666,,0.0,1.0,none
R_1rvk1iqCQSW4isB,True,The Sixth Sense,Sleuth,Three Identical Strangers,Dream House,Dragonfly,Passengers,1630,191.117,9.124,233.598,495.649,205.028,117.886,152.115,116.402,A2,A5,A1,A2,A0,True,True,True,True,False,False,True,True,False,False,4,3,5,1,2,1.0,,,0.0,0.3333333333333333,No
R_1nVheUi08dzJB0V,False,Titanic,Anna and the King,Legend No. 17,Always,Far and Away,Love Story,1838,2.923,104.755,28.979,130.055,197.836,125.944,286.733,520.224,A0,A0,A0,A4,A4,False,False,False,True,True,True,False,False,False,False,1,2,5,4,3,,0.0,1.0,0.6666666666666666,0.3333333333333333,good
R_2v0rSGagcSahtBP,False,Toy Story,Miniscule: Valley of the Lost Ants,Winnie the Pooh,The Brave Little Toaster,The Peanuts Movie,The Rescuers,1378,205.213,18.375,46.158,90.533,242.239,302.336,165.944,282.259,A1,A0,A4,A0,A0,True,False,True,False,False,False,True,True,True,True,2,1,3,5,4,,,,,,
